,loan_amnt,funded_amnt,int_rate,annual_inc,total_pymnt
616,22400,22400,22.74,85000.0,26376.52
617,5825,5825,10.65,50000.0,6830.600001
618,22250,22250,12.69,41000.0,19580.94
619,18000,18000,16.77,50000.0,23563.03
620,6000,6000,12.42,30000.0,6691.551868
621,7650,7650,11.71,57000.0,3098.5
622,21000,21000,18.25,110000.0,28388.11
623,20675,20675,15.27,50132.0,5928.84
624,13200,13200,7.9,62500.0,14098.74781
625,12000,12000,7.51,60000.0,13439.86999
626,20000,12500,19.03,130000.0,15413.51877
627,15000,15000,6.03,60000.0,16435.17
628,27050,27050,18.64,65000.0,40977.76997
629,22500,22500,17.27,67735.0,28145.67314
630,20500,20500,12.69,47800.0,7896.36
631,12800,12800,12.42,99600.0,15397.73
632,27575,27575,10.65,54000.0,32335.42
633,7000,7000,12.69,49000.0,8018.915047
634,7600,7600,16.77,33996.0,10508.76
635,29000,29000,12.42,65000.0,14318.48
636,10000,10000,14.27,44160.0,12351.21
637,14125,14125,7.9,32000.0,15533.89575
638,12000,12000,6.62,94500.0,13207.97974
639,9575,9575,6.62,19498.0,10496.2769
640,12000,8900,20.3,30000.0,13908.29001
641,12000,12000,15.96,88000.0,4637.54
642,10000,10000,12.69,45000.0,12076.13
643,10000,10000,15.96,37500.0,12649.36
644,25000,25000,14.27,89000.0,31000.54
645,24000,24000,9.91,120000.0,27381.77608
646,14575,14575,10.65,35000.0,17091.14
647,9000,9000,7.51,50000.0,9556.525909
648,10000,10000,13.49,30000.0,4749.77
649,7125,7125,17.58,25279.67,9219.109997
650,15000,15000,10.65,29000.0,18741.91001
651,13000,13000,13.49,65000.0,14826.52754
652,12000,12000,12.69,30000.0,14083.12
653,18000,18000,20.3,68000.0,27675.60002
654,30000,30000,14.27,90000.0,38699.89349
655,21600,21600,17.27,58600.0,2724.94
656,7600,7600,16.77,50000.0,9922.74
657,7000,7000,12.42,85000.0,8336.403489
658,7000,7000,8.9,45000.0,8001.780002
659,3600,3600,17.27,44004.0,4637.963736
660,3500,3500,12.69,84996.0,4226.629999
661,5000,5000,8.9,33000.0,5715.56
662,10000,10000,11.71,60000.0,11767.15198
663,4500,4500,13.49,19200.0,5496.710001
664,12000,12000,11.71,62000.0,14288.77
665,12000,12000,19.03,38500.0,14478.12953
666,10700,10700,12.42,68000.0,12871.52
667,6000,6000,10.65,30000.0,6906.280621
668,20000,20000,7.9,50000.0,22528.97
669,10800,10800,16.77,23000.0,11960.69775
670,25000,16050,19.03,50400.0,23827.66
671,20000,20000,14.27,110000.0,26335.47069
672,3600,3600,13.49,40000.0,4397.389999
673,6000,6000,8.9,83954.0,6904.600001
674,10375,10375,14.27,35000.0,12814.34001
675,25000,25000,8.9,60000.0,28577.85
676,10000,10000,16.29,40000.0,12429.43366
677,10000,8650,12.42,42336.0,10284.6
678,5600,5600,6.03,41100.0,5875.107097
679,6000,6000,12.42,92000.0,7217.635928
680,8000,8000,7.9,75000.0,9011.56
681,35000,21800,12.42,90000.0,25939.93
682,10000,10000,11.71,45000.0,11907.35
683,11000,11000,7.51,48000.0,12225.67202
684,5000,5000,9.91,110000.0,5800.47
685,6500,6500,10.65,30600.0,7522.337477
686,20000,20000,20.3,69000.0,29409.6
687,12000,12000,12.69,45000.0,14123.93393
688,8250,8250,19.91,27500.0,5311.1
689,21000,21000,7.9,150500.0,23655.42
690,8400,8400,16.77,32000.0,9878.440235
691,7000,7000,12.69,37500.0,7481.833934
692,12000,12000,12.42,60000.0,9546.76
693,7200,7200,11.71,33000.0,7338.4
694,12000,12000,10.65,70000.0,13676.41043
695,12800,12800,14.27,75000.0,17264.13
696,3050,3050,9.91,16800.0,3538.28
697,9000,9000,14.65,38000.0,10851.51786
698,10000,10000,11.71,35000.0,7293.6
699,10000,10000,9.91,95000.0,10877.7345
700,10000,10000,14.27,77400.0,6884.04
701,8500,8500,16.29,61000.0,9254.061706
702,35000,21275,11.71,70000.0,24902.86
703,7200,7200,13.49,67000.0,9411.079995
704,21000,21000,14.27,90000.0,27652.23283
705,27000,27000,9.91,140000.0,31423.86292
706,28625,28625,20.3,55000.0,45268.49994
707,4000,4000,14.27,32400.0,4940.45
708,7300,7300,11.71,50000.0,7574.944889
709,18000,18000,8.9,70000.0,19082.49816
710,5000,5000,11.71,35000.0,5542.541952
711,6500,6500,14.27,46212.0,8063.23
712,14100,14100,17.58,43000.0,18789.62
713,35000,22050,19.03,140000.0,29801.33
714,10000,10000,14.27,115000.0,11893.58145
715,3000,3000,7.9,45000.0,3379.306095
716,25000,15325,19.03,95000.0,20668.85
717,28000,28000,15.96,235000.0,34735.36765
718,10000,10000,14.65,36000.0,12421.99
719,12000,12000,7.9,26000.0,13517.36
720,10000,10000,17.27,80000.0,12878.25563
721,11000,11000,8.9,50000.0,12460.78593
722,10000,10000,15.27,55000.0,12527.15
723,5000,5000,6.62,55000.0,5526.66
724,5000,5000,6.03,64424.0,5478.387981
725,5000,5000,8.9,56000.0,5715.56
726,6000,6000,14.27,30000.0,6528.97
727,5000,5000,14.27,111740.0,5974.540648
728,20050,20050,17.58,67500.0,25942.96001
729,7000,7000,16.77,41000.0,1582.19
730,25000,25000,10.65,120000.0,29209.65202
731,3000,3000,12.69,30000.0,1134.68
732,8400,8400,17.27,41500.0,10829.38
733,24925,24925,23.91,60000.0,37823.36996
734,5000,5000,9.91,75000.0,5648.168519
735,12000,12000,14.27,80000.0,13600.57313
736,12000,12000,12.42,42000.0,14435.35
737,13200,13200,11.71,41600.0,4931.09
738,6000,6000,6.03,48000.0,6568.595935
739,10000,10000,6.62,50000.0,10607.28162
740,17500,17500,12.42,70000.0,18211.67182
741,6500,6500,10.65,53000.0,7622.109996
742,10000,10000,7.51,65000.0,10945.03242
743,12000,12000,9.91,85000.0,13913.28
744,10000,10000,14.27,55000.0,12351.21
745,12375,12375,14.27,36000.0,13697.99283
746,10000,10000,10.65,26000.0,11726.32
747,20000,20000,18.25,70000.0,22977.0
748,4400,4400,19.03,80000.0,5808.640001
749,25000,25000,13.49,80000.0,27065.88731
750,14125,14125,12.42,45696.0,6600.86
751,35000,21825,20.3,100000.0,28481.49429
752,13600,13600,12.69,62000.0,17513.55
753,20000,20000,12.69,50000.0,25207.02597
754,18000,18000,13.49,66000.0,13380.5
755,13000,13000,16.77,80000.0,18494.34996
756,35000,35000,16.77,100000.0,44525.8164
757,35000,35000,14.27,123000.0,42003.81316
758,12000,12000,11.71,70000.0,14039.46
759,7200,7200,13.49,60000.0,8403.219338
760,25000,15925,15.96,150000.0,22192.07999
761,4000,4000,12.69,80000.0,4830.46
762,7000,7000,7.51,31000.0,7839.910001
763,15000,15000,13.49,90000.0,18384.69001
764,12800,12800,11.71,61600.0,15278.58
765,35000,21350,20.89,71316.0,1151.2
766,15000,15000,16.77,42000.0,19637.2
767,7200,7200,7.9,34000.0,8111.909998
768,13000,13000,17.27,36000.0,16276.89648
769,28000,28000,7.9,65000.0,31032.58789
770,12000,12000,9.91,35000.0,13921.18
771,16000,16000,17.58,50000.0,1698.62
772,14000,14000,8.9,62004.0,16003.6
773,11500,11500,11.71,74000.0,13372.10331
774,10500,10500,14.65,42000.0,12546.23608
775,14400,14400,12.42,48000.0,17356.39999
776,16000,16000,9.91,65000.0,17995.82381
777,5375,5375,9.91,15360.0,6235.530001
778,12000,12000,13.49,61000.0,14564.61838
779,12000,12000,7.51,83000.0,3531.72
780,17000,17000,6.03,120000.0,18626.52999
781,30000,30000,19.03,106000.0,36991.1291
782,13000,13000,20.3,42000.0,6564.2
783,7125,7125,7.51,30000.0,3103.49
784,14000,14000,18.25,32000.0,18922.72
785,8000,8000,14.65,72100.0,8798.369207
786,12500,12500,11.71,58000.0,14884.19
787,10000,10000,14.27,40000.0,11156.10751
788,12000,8175,13.49,75000.0,9960.43
789,14000,14000,10.65,48880.0,16416.88001
790,7500,7500,6.03,48000.0,8214.165089
791,19200,19200,9.91,40000.0,21532.52459
792,9000,9000,11.71,110000.0,10716.58
793,16000,16000,17.27,60000.0,23623.28
794,20000,20000,8.9,65000.0,22862.29
795,9000,9000,13.49,50000.0,10993.42
796,9600,9600,7.51,55000.0,7120.37
797,12000,12000,12.69,63000.0,12972.64
798,18000,12325,11.71,133224.0,14423.65
799,1000,1000,13.49,35100.0,1017.55
800,15000,15000,15.27,38000.0,9376.44
801,12000,12000,16.77,38000.0,14112.24891
802,12000,12000,14.27,41000.0,14878.87
803,14000,14000,8.9,108000.0,15714.75258
804,15600,15600,15.96,43000.0,22133.99
805,10000,10000,10.65,45000.0,11726.32
806,7200,7200,12.69,23000.0,8769.342397
807,22250,22250,15.27,47532.0,10060.04
808,13250,13250,17.27,26000.0,17541.41
809,26400,16725,14.27,150000.0,22497.38999
810,11000,11000,9.91,32000.0,11350.45
811,9600,9600,8.9,55000.0,10973.87
812,10000,10000,16.77,35000.0,12793.75
813,7000,7000,15.96,75000.0,8987.72
814,11000,11000,9.91,74000.0,12761.05
815,13000,13000,16.77,50000.0,17018.42
816,5000,5000,7.51,30000.0,5061.870562
817,6000,6000,11.71,37000.0,5250.06
818,3000,3000,13.49,105000.0,3653.243832
819,8200,8200,16.77,42000.0,3033.4
820,17000,17000,12.42,80000.0,20450.14999
821,5000,5000,10.65,35000.0,5863.16
822,6400,6400,8.9,23000.0,7315.9
823,13000,13000,16.29,50000.0,16520.52999
824,18000,18000,11.71,36000.0,23650.46001
825,16000,16000,15.27,60000.0,22124.6
826,13200,13200,17.27,40000.0,17529.27529
827,10000,10000,16.77,38200.0,12793.75
828,15000,15000,15.96,37000.0,9111.5
829,5000,5000,14.27,56000.0,6120.435068
830,7200,7200,7.9,38000.0,7985.548506
831,15000,15000,7.9,43000.0,16920.47509
832,15700,9875,19.42,60000.0,257.99
833,5000,5000,21.28,46000.0,7281.690845
834,9600,9600,11.71,105000.0,10705.59433
835,16000,16000,19.91,107000.0,24813.03
836,35000,22875,19.03,235000.0,19075.97
837,21000,21000,14.65,70000.0,26283.24
838,12000,8225,17.58,78000.0,6353.86
839,6000,6000,10.65,24000.0,7035.820001
840,20000,20000,20.3,51750.0,28228.43
841,6000,6000,14.65,57600.0,7450.730001
842,7150,7150,12.69,50000.0,8259.279193
843,13000,13000,19.42,55000.0,7825.52
844,32000,32000,6.62,120000.0,35370.6
845,8000,8000,15.27,108000.0,3394.06
846,15500,15500,13.49,40000.0,18887.56
847,7000,7000,8.9,97600.0,8001.780001
848,12000,12000,6.62,70800.0,12963.95252
849,10400,10400,14.65,45000.0,12914.62001
850,12000,12000,12.69,60000.0,14429.04602
851,8000,5050,11.71,88000.0,5905.18
852,16000,16000,16.29,74000.0,20221.52441
853,4500,4500,10.65,91500.0,5163.788067
854,5000,5000,12.42,42500.0,6014.73
855,3600,3600,16.29,45000.0,4574.869999
856,30000,18550,20.3,75000.0,26192.71
857,21000,21000,13.49,103000.0,25518.36001
858,7000,7000,14.27,42000.0,7486.19702
859,17475,17475,7.9,90000.0,18691.8
860,27575,17350,12.69,63000.0,23148.63001
861,7000,7000,8.9,25000.0,7653.77
862,15000,15000,7.9,35000.0,16731.1592
863,2250,2250,13.49,16000.0,2748.32
864,17050,17050,12.42,53000.0,20510.22001
865,16500,16500,16.77,110000.0,21109.71999
866,35000,35000,19.91,69000.0,49047.38
867,3250,3250,12.42,16000.0,3924.594482
868,7000,7000,7.9,38400.0,7793.220829
869,24000,24000,11.71,80000.0,28546.31002
870,13200,13200,16.77,80952.0,16887.8
871,22750,22750,8.9,65000.0,23700.21615
872,12000,12000,8.9,70000.0,13717.39
873,30000,30000,10.65,175000.0,35179.05999
874,1200,1200,12.69,34000.0,240.78
875,4800,4800,8.9,35000.0,5486.939999
876,18000,18000,20.89,60000.0,28789.91003
877,7200,7200,8.9,35000.0,8230.399999
878,15000,15000,9.91,35000.0,17401.44001
879,10500,10500,15.27,60000.0,13153.49
880,15000,15000,17.27,75000.0,16461.8751
881,5000,5000,7.9,66000.0,4063.28
882,12800,12800,13.49,77000.0,15972.0062
883,4000,4000,8.9,62000.0,4572.43
884,14000,9350,12.42,73000.0,11388.88328
885,27000,27000,11.71,130000.0,30279.93711
886,15000,15000,12.42,61000.0,18044.24001
887,35000,35000,20.89,90000.0,43184.67
888,2400,2400,14.27,25000.0,2964.22
889,5900,5900,12.42,14400.0,6792.324878
890,5000,5000,11.71,70000.0,5507.920765
891,22000,22000,19.42,82500.0,30487.23
892,13250,13250,17.58,35000.0,11325.82
893,12600,12600,14.27,43200.0,16427.61671
894,20000,20000,11.71,125000.0,23814.7
895,18000,18000,7.9,80000.0,19847.49032
896,19200,19200,16.77,87500.0,23369.64362
897,7000,7000,11.71,22000.0,8335.090001
898,25000,25000,15.96,80000.0,33930.09606
899,10000,10000,6.03,70000.0,10366.44568
900,2250,2250,15.27,17352.0,2836.488939
901,23000,23000,9.91,63208.0,25889.76269
902,6750,6750,17.27,48000.0,8696.239999
903,10000,10000,10.65,45500.0,11572.82212
904,16000,16000,11.71,48000.0,19749.45317
905,5600,5600,8.9,19200.0,6331.008485
906,12000,12000,19.42,68000.0,16631.67
907,4800,4800,6.03,35000.0,5203.453232
908,25000,15700,14.65,63000.0,22017.08002
909,10000,10000,11.71,29406.0,6944.82
910,2200,2200,9.91,26004.0,261.47
911,24000,24000,12.69,120000.0,28413.79
912,16000,16000,7.9,110000.0,17812.4218
913,10000,10000,9.91,34000.0,11600.98
914,10625,10625,14.27,26500.0,3408.15
915,9600,9600,14.65,40000.0,11881.68651
916,7200,7200,20.89,88800.0,6676.85
917,12000,12000,8.9,100000.0,13717.39
918,5000,5000,12.42,45000.0,5954.567796
919,30000,30000,21.67,85000.0,43591.91
920,12000,12000,16.29,36000.0,14528.68628
921,18000,18000,17.27,80000.0,23190.04001
922,10000,10000,9.91,50000.0,11256.57948
923,10000,10000,9.91,75000.0,11401.54608
924,26000,26000,7.51,105000.0,28140.89977
925,17475,17475,9.91,45408.0,20263.93001
926,10400,10400,22.35,72000.0,3525.35
927,10000,10000,10.65,67500.0,11437.46751
928,17250,17250,19.42,60000.0,22149.94859
929,10000,10000,6.62,65000.0,11053.31
930,12000,12000,13.49,55000.0,1100.4
931,6000,6000,7.9,34848.0,6916.9
932,19075,19075,18.25,48000.0,25901.49244
933,20000,20000,11.71,55000.0,22780.23291
934,24000,24000,7.9,65000.0,27034.77001
935,17200,17200,17.27,55000.0,16270.39
936,15000,15000,8.9,75000.0,17146.73001
937,10625,10625,11.71,30000.0,11441.01
938,8400,8400,14.65,30000.0,10245.58078
939,28000,28000,14.65,160000.0,35031.69
940,16000,16000,15.96,60000.0,20239.05
941,18000,11000,16.77,59000.0,16038.55001
942,15000,15000,14.27,35000.0,18002.14516
943,20675,12625,13.49,81800.0,13045.92108
944,13225,13225,12.69,65000.0,14970.24498
945,11775,11775,13.49,44400.0,14383.05001
946,16400,16400,17.27,61500.0,9953.6
947,10075,10075,12.42,46000.0,12117.87
948,10000,10000,14.27,62000.0,12351.21
949,14000,14000,12.42,88000.0,16841.25001
950,13000,13000,9.91,50000.0,14358.94
951,15000,15000,11.71,75000.0,17085.36621
952,5000,5000,16.77,90000.0,6550.88
953,9350,9350,7.51,100000.0,10290.73331
954,30000,18275,20.3,110000.0,12389.79
955,18225,18225,12.42,40000.0,21923.70999
956,18000,18000,15.27,50000.0,18697.072
957,3600,3600,6.62,88824.0,3979.17
958,29000,29000,10.65,180000.0,36288.72003
959,5000,5000,16.29,40000.0,6361.009767
960,6400,6400,16.29,50000.0,8133.129999
961,12000,12000,16.77,40000.0,5017.91
962,35000,35000,8.9,114054.0,40009.00999
963,18000,18000,9.91,70000.0,18910.41748
964,8075,8075,22.35,35000.0,8226.3
965,15625,15625,8.9,45000.0,17806.90435
966,24000,24000,13.49,77000.0,29315.84003
967,5000,5000,14.27,61400.0,3405.9
968,14000,9200,20.89,76800.0,13133.93
969,6000,6000,16.77,80000.0,7692.62
970,7200,7200,9.91,90000.0,7565.898677
971,5000,5000,14.27,32000.0,1711.9
972,6600,6600,10.65,42000.0,7739.360002
973,7000,7000,6.62,24000.0,7581.625552
974,20000,20000,15.27,130000.0,24122.00012
975,8000,8000,12.42,35000.0,7078.69
976,12000,12000,9.91,70000.0,13751.18407
977,20000,20000,11.71,67000.0,23082.7324
978,10000,10000,8.9,31000.0,11431.12
979,16000,10175,12.69,50000.0,12207.97
980,10000,10000,11.71,145000.0,11907.35
981,18000,18000,16.29,66000.0,22874.61001
982,4000,4000,12.42,100000.0,4804.94
983,15000,15000,12.42,60000.0,18044.24001
984,10000,10000,18.64,40000.0,2691.0
985,29500,17900,14.27,45000.0,24301.52997
986,20125,20125,19.42,103000.0,28442.5845
987,30000,18375,21.28,137000.0,25222.19353
988,24000,24000,16.77,103000.0,30705.06003
989,14000,14000,15.96,75000.0,19566.28002
990,5375,5375,10.65,42000.0,6168.955317
991,8300,8300,8.9,50000.0,8997.144753
992,7000,7000,8.9,50000.0,8001.780001
993,2425,2425,15.27,80004.0,3052.799276
994,6950,6950,9.91,43000.0,7349.790661
995,12375,12375,9.91,32000.0,13435.33138
996,35000,35000,20.3,85000.0,55138.99996
997,14000,14000,17.27,60500.0,14401.85574
998,14000,14000,14.27,35000.0,16745.80143
999,5500,5500,14.27,24000.0,6438.397323
1000,4800,4800,14.65,44600.0,5890.648789
1001,9000,9000,12.69,52000.0,10868.48
1002,16000,16000,12.69,67000.0,19321.81
1003,5000,5000,7.9,44136.0,5554.713124
1004,35000,22050,12.42,66000.0,27334.56
1005,18500,18500,7.9,36000.0,18740.82931
1006,5350,5350,15.27,52000.0,1855.6
1007,25000,25000,12.69,65000.0,28616.90009
1008,10000,10000,10.65,36000.0,11725.17
1009,12000,12000,7.51,36500.0,13056.73078
1010,18000,18000,9.91,40000.0,20834.64367
1011,3000,3000,17.58,56604.0,3881.699999
1012,6000,6000,7.9,23040.0,3202.59
1013,20000,20000,16.77,90000.0,29179.12
1014,35000,22600,19.03,99224.88,32725.69002
1015,10000,10000,9.91,52000.0,11600.98
1016,12000,9650,9.91,35000.0,10669.53
1017,5875,5875,7.9,17640.0,6617.849998
1018,10000,10000,13.49,86000.0,12214.92
1019,28000,28000,11.71,118075.0,33340.55998
1020,11200,11200,11.71,48000.0,12816.14166
1021,10000,10000,14.27,65000.0,11982.87873
1022,20000,20000,14.27,40000.0,27732.63
1023,9450,9450,14.27,28800.0,11671.88999
1024,19000,19000,16.77,38000.0,18534.22
1025,18825,18825,18.64,85000.0,25904.97693
1026,20400,20400,17.58,52000.0,30067.51001
1027,21650,21650,12.69,62361.0,26144.80999
1028,24000,15825,21.67,122400.0,9392.16
1029,24500,24500,17.27,52000.0,32432.04
1030,9000,9000,10.65,45000.0,10553.72
1031,15000,15000,11.71,75000.0,17877.56615
1032,20000,20000,18.64,50000.0,27267.56
1033,7100,7100,19.42,36000.0,9640.91
1034,6000,6000,10.65,40000.0,6432.872039
1035,5600,5600,7.9,25000.0,6323.101756
1036,7000,7000,10.65,85000.0,8208.410001
1037,20300,20300,14.27,80000.0,20433.6
1038,6000,6000,10.65,55000.0,6253.769349
1039,30000,30000,14.27,62000.0,41636.92997
1040,12000,12000,7.9,110000.0,13517.35999
1041,13650,13650,10.65,44000.0,16006.44999
1042,24000,18500,12.69,76000.0,24264.53005
1043,6200,6200,18.64,51000.0,8207.257966
1044,25000,25000,14.65,106000.0,28940.6031
1045,12000,12000,13.49,42000.0,12134.99208
1046,2300,2300,7.51,78000.0,983.05
1047,8875,8875,10.65,19240.0,10412.18
1048,18800,18800,21.28,75000.0,5085.23
1049,12000,12000,11.71,75000.0,15792.53998
1050,9000,9000,7.9,52800.0,10019.61084
1051,7600,7600,8.9,75000.0,8531.048243
1052,16000,13950,11.71,40000.0,17231.97673
1053,12000,12000,18.25,24000.0,17561.61998
1054,22500,22500,20.89,45000.0,28919.95168
1055,20000,20000,18.25,105000.0,23695.70573
1056,6000,6000,13.49,60000.0,6495.777803
1057,7200,7200,9.91,53000.0,8191.11566
1058,8000,8000,10.65,46330.0,9347.083242
1059,24575,24575,19.03,59000.0,25480.07
1060,18000,18000,14.65,36000.0,22519.2
1061,19000,19000,7.51,95000.0,20852.60385
1062,14400,14400,15.27,58977.0,18039.1
1063,8400,8400,12.69,75000.0,10143.94
1064,7500,7500,12.69,27000.0,9057.079999
1065,30000,30000,20.89,72000.0,38976.47692
1066,12375,12375,15.96,37000.0,17888.93999
1067,10000,10000,7.51,69077.0,11199.89
1068,22000,22000,17.27,54329.0,30880.55998
1069,12000,12000,12.69,200000.0,13500.57325
1070,5000,5000,12.69,110000.0,5344.164241
1071,21000,21000,16.29,63500.0,26416.39677
1072,24000,24000,8.9,70000.0,27133.26449
1073,6000,6000,13.49,30000.0,6926.845366
1074,4800,4800,6.03,54996.0,5274.231733
1075,5000,5000,20.89,21000.0,5802.34
1076,5850,5850,14.65,38000.0,6952.692762
1077,17000,17000,18.64,72000.0,23179.57
1078,21000,21000,11.71,75000.0,25569.94268
1079,17475,16175,17.27,56000.0,12457.55
1080,4750,4750,8.9,48000.0,5429.79
1081,12000,12000,20.89,100000.0,16264.58931
1082,5275,5275,7.51,50000.0,5371.67
1083,9175,9175,12.69,28500.0,11079.82
1084,9600,9600,16.77,37000.0,12282.05001
1085,34475,34475,14.27,60000.0,21233.89
1086,22500,22500,14.27,70000.0,26183.56595
1087,12000,12000,22.06,80000.0,12440.39685
1088,12000,12000,6.03,40000.0,13148.15
1089,10050,10050,17.27,74143.68,6445.26
1090,21000,21000,19.91,94500.0,28978.04
1091,15000,15000,17.27,57000.0,19325.10002
1092,19400,19400,12.69,50000.0,21072.49626
1093,10000,10000,15.27,42000.0,2384.66
1094,10000,10000,15.27,53000.0,10933.2078
1095,4800,4800,10.65,22000.0,5540.610342
1096,35000,23350,11.71,90000.0,4831.72
1097,18200,18200,11.71,42000.0,8427.23
1098,6400,6400,12.69,35000.0,7728.71
1099,13000,13000,16.77,54000.0,16982.8
1100,2500,2500,15.27,40000.0,2531.91
1101,6300,6300,9.91,49000.0,7140.302783
1102,4400,4400,11.71,38000.0,5184.88357
1103,6000,6000,12.69,118000.0,6465.91897
1104,20500,12625,20.89,54000.0,20127.08704
1105,8800,8800,20.3,135000.0,12401.84
1106,17000,17000,13.49,53000.0,5077.41
1107,18000,18000,7.9,60000.0,20276.07
1108,20000,20000,19.42,116500.0,27312.56
1109,10000,10000,12.69,44000.0,12076.13
1110,16000,16000,11.71,52000.0,19853.58941
1111,34000,34000,17.58,65000.0,40285.264
1112,16000,16000,13.49,51000.0,21585.86
1113,11100,11100,15.27,45000.0,5091.02
1114,21000,21000,13.49,60000.0,25590.78
1115,12000,12000,19.42,40000.0,14080.86
1116,5000,5000,11.71,20000.0,5953.68
1117,21000,21000,17.27,42000.0,17572.11
1118,10625,10625,11.71,25000.0,12651.51001
1119,18500,18500,7.51,112000.0,5480.17
1120,3600,3600,12.42,30000.0,4330.599999
1121,8500,8500,15.96,27050.0,3937.28
1122,12000,12000,8.9,35000.0,13584.62855
1123,11700,11700,11.71,30000.0,13502.75053
1124,15000,15000,14.27,70000.0,17455.6096
1125,13000,13000,9.91,105000.0,14114.41317
1126,9500,9500,12.69,52000.0,7889.73
1127,20000,20000,16.77,108000.0,26195.85
1128,1800,1800,14.27,92496.0,2353.28
1129,20000,20000,13.49,47000.0,24429.92
1130,6000,6000,8.9,24000.0,6858.700001
1131,13000,13000,17.27,67000.0,16748.36999
1132,14400,14400,6.62,50000.0,15916.75
1133,5000,5000,7.9,48996.0,5504.171429
1134,12000,12000,18.25,165000.0,9988.47
1135,25000,25000,11.71,70000.0,29768.37
1136,21650,21650,19.03,49000.0,29293.50777
1137,19500,19500,16.77,85470.0,23923.33237
1138,5000,5000,7.51,84855.0,3092.94
1139,5200,5200,14.65,32160.0,6457.309999
